project_key,mp_name_canonical,work_clean,category,state,constituency,ida,block,village,locality,recommended_date,allocation_amount_numeric,model_risk_level,model_risk_score,model_duplicate_score,model_financial_score,model_split_sanction_score,model_pending_score,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,same_ida_same_day_count,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,is_near_5_lakh,status,ida_approval,model_reasons,manual_review_label,manual_review_notes,recommended_action
45537ac4f19d0c9f,Radha Mohan Singh,Development of public parks,Normal/Others,Bihar,PURVI CHAMPARAN,DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA,,,"Motihari, 23",2023-12-11,1500000,YELLOW,51.05,91,55.0,0,45,2,0,3,0,0,4,3.75,3.0,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
bb89c010e06e2062,Sakaldeep Rajbhar,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE BALLIA_IDA,Nagra,Bihraharpur,"Nagra, Bihraharpur",2023-10-26,450000,YELLOW,50.45,74,0.0,95,45,3,4,482,3,3,5,1.125,2.0045,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
1a38e1fe92b349cc,Adala Reddy,Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,NELLORE(SC),DISTRICT COLLECTOR NELLORE_IDA,Jaladanki,Brahmanakraka,"Jaladanki, Brahmanakraka",2023-11-28,460000,YELLOW,49.55,71,0.0,95,45,2,2,4,3,3,3,1.15,0.92,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
09914b2811c85ebf,Adala Reddy,Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,NELLORE(SC),DISTRICT COLLECTOR NELLORE_IDA,Jaladanki,Brahmanakraka,"Jaladanki, Brahmanakraka",2023-11-28,490000,YELLOW,49.55,71,0.0,95,45,2,2,4,3,3,3,1.225,0.98,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
8b65e870510acf82,Chandrani Murmu,Lighting of public spaces,Normal/Others,Odisha,KEONJHAR(ST),DISTRICT COLLECTOR KEONJHAR_IDA,Kendujhar Sadar,Baradapal,"Kendujhar Sadar, Baradapal",2024-02-05,780000,YELLOW,48.45,94,45.0,0,45,3,3,7,0,0,2,1.95,3.12,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
8b65e870510acf82,Chandrani Murmu,Lighting of public spaces,Normal/Others,Odisha,KEONJHAR(ST),DISTRICT COLLECTOR KEONJHAR_IDA,Kendujhar Sadar,Baradapal,"Kendujhar Sadar, Baradapal",2024-02-05,780000,YELLOW,48.45,94,45.0,0,45,3,3,7,0,0,2,1.95,3.12,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
ebdeab3801e18ccc,Faizal Pp Mohammed,Purchase of hospital equipment,Normal/Others,Lakshadweep,LAKSHADWEEP(ST),COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA,Kavaratti,Kavaratti (Ct),"Kavaratti, Kavaratti (Ct)",2023-09-25,2780000,YELLOW,47.75,80,55.0,0,45,6,6,9,0,0,2,6.95,2.5699,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
8636ad55153ae5d8,Bharatiben Dhirubhai Shyal,Providing CCTV camera system for security of public areas,Normal/Others,Gujarat,BHAVNAGAR,DISTRICT COLLECTOR BHAVNAGAR_IDA,,,"Vallabhipur, Vallabhipur",2023-10-11,1500000,YELLOW,47.55,91,45.0,0,45,2,0,2,0,0,1,3.75,3.75,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
32c1965ffccb7c95,Ryaga Krishnaiah,Construction of community centers and community halls,Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BAPATLA_IDA,,,"Bapatla, 34th ward",2023-12-02,1500000,YELLOW,46.55,91,55.0,0,0,2,0,198,0,0,3,3.75,3.0,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
c44416517571416e,Ryaga Krishnaiah,Construction of community centers and community halls,Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BAPATLA_IDA,,,"Bapatla, 34th ward",2023-10-08,1500000,YELLOW,46.55,91,55.0,0,0,2,0,198,0,0,1,3.75,3.0,false,Unsanctioned,Rejected by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
3673764ceabfd158,Abhishek Banerjee,"Construction of roads, approach roads, link roads and pathways",Normal/Others,West Bengal,DIAMOND HARBOUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,,,"Diamond Harbour, Ward-15",2023-09-11,450000,YELLOW,45.95,74,0.0,95,0,3,0,10,3,3,10,1.125,2.25,true,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
3dc512a658602d65,Abhishek Banerjee,"Construction of roads, approach roads, link roads and pathways",Normal/Others,West Bengal,DIAMOND HARBOUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,,,"Diamond Harbour, Ward-15",2023-09-11,475000,YELLOW,45.95,74,0.0,95,0,3,0,10,3,3,10,1.1875,2.375,true,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
aadb289b42ee224e,Sulata Deo,Construction of New Building,Normal/Others,Odisha,SITTING RAJYA SABHA,DISTRICT COLLECTOR JAJPUR_IDA,,,"Jajapur, Jajpur",2023-12-30,1000000,YELLOW,44.85,97,45.0,0,0,4,0,18,0,0,1,2.5,4.0,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
c71d78c2f6e9f9a3,Sulata Deo,Construction of New Building,Normal/Others,Odisha,SITTING RAJYA SABHA,DISTRICT COLLECTOR JAJPUR_IDA,,,"Jajapur, Jajpur",2023-12-24,1000000,YELLOW,44.85,97,45.0,0,0,4,0,18,0,0,3,2.5,4.0,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
c71d78c2f6e9f9a3,Sulata Deo,Construction of New Building,Normal/Others,Odisha,SITTING RAJYA SABHA,DISTRICT COLLECTOR JAJPUR_IDA,,,"Jajapur, Jajpur",2023-12-24,1000000,YELLOW,44.85,97,45.0,0,0,4,0,18,0,0,3,2.5,4.0,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
c71d78c2f6e9f9a3,Sulata Deo,Construction of New Building,Normal/Others,Odisha,SITTING RAJYA SABHA,DISTRICT COLLECTOR JAJPUR_IDA,,,"Jajapur, Jajpur",2023-12-24,1000000,YELLOW,44.85,97,45.0,0,0,4,0,18,0,0,3,2.5,4.0,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
9b93c1391dd2cf44,Rajendra Agrawal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT_IDA,,,"Meerut, 1",2023-12-21,917441,YELLOW,44.25,80,45.0,0,45,5,0,8,0,0,4,2.2936,4.0866,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
b1d94f864eb36a52,Rajendra Agrawal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT_IDA,,,"Meerut, 1",2023-12-21,720735,YELLOW,44.25,80,45.0,0,45,5,0,8,0,0,4,1.8018,3.2104,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
a10fb0a45db5ba43,S Selvaganabathy,"Construction of roads, approach roads, link roads and pathways",Repair and Renovation,Puducherry,SITTING RAJYA SABHA,PROJECT DIRECTOR RDA PUDUCHERRY_IDA,,,"Pondicherry, Puducherry",2023-10-27,2500000,YELLOW,44.05,71,65.0,0,0,2,0,482,0,0,2,5.0,0.0,false,,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
4b805403327d367c,K T S Tulsi,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BILASPUR_IDA,Belha,Selar,"Belha, Selar",2023-06-26,1500000,YELLOW,43.95,94,45.0,0,0,3,4,482,0,0,1,3.75,3.0,false,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
b97073a93adacbe5,K T S Tulsi,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BILASPUR_IDA,Belha,Selar,"Belha, Selar",2023-07-06,1500000,YELLOW,43.95,94,45.0,0,0,3,4,482,0,0,1,3.75,3.0,false,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
cdc17d7e07707918,K T S Tulsi,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BILASPUR_IDA,Belha,Selar,"Belha, Selar",2023-06-23,1500000,YELLOW,43.95,94,45.0,0,0,3,4,482,0,0,3,3.75,3.0,false,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
fc5d87edec12fa91,Aditya Prasad,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER DHANBAD_IDA,,,"Dhanbad, 23",2023-07-30,1000000,YELLOW,43.35,77,45.0,0,45,4,0,482,0,0,1,2.5,3.3333,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
53713e43fec37283,Bharatiben Dhirubhai Shyal,Providing CCTV camera system for security of public areas,Normal/Others,Gujarat,BHAVNAGAR,DISTRICT COLLECTOR BHAVNAGAR_IDA,,,"Vallabhipur, Vallabhipur",2023-11-11,1500000,YELLOW,43.05,91,45.0,0,0,2,0,2,0,0,1,3.75,3.75,false,Unsanctioned,Rejected by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
918be8a62729c7e2,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,GORAKHPUR,DISTRICT MAGISTRATE GORAKHPUR_IDA,,,"Gorakhpur, GORAKHPUR",2023-12-04,750000,YELLOW,41.55,71,45.0,0,45,2,0,3,0,0,1,1.875,3.3408,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
b957bc7ba20e7f2a,Abhishek Banerjee,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,West Bengal,DIAMOND HARBOUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,,,"Maheshtala, Ward-21",2023-09-13,800067,YELLOW,41.55,71,45.0,0,45,2,0,24,0,0,8,2.0002,4.0003,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
