project_key,mp_name_canonical,work_clean,category,state,constituency,ida,block,village,locality,duplicate_location,duplicate_location_key,recommended_date,allocation_amount_numeric,model_risk_level,model_risk_score,model_duplicate_score,model_financial_score,model_split_sanction_score,model_pending_score,same_work_same_locality_count,same_work_same_duplicate_location_count,same_work_same_block_count,same_work_same_constituency_count,same_category_same_locality_count,same_category_same_block_count,same_category_same_constituency_count,same_mp_category_locality_count,same_ida_category_locality_count,same_type_location_month_count,location_duplicate_group_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,same_ida_same_day_count,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,amount_vs_constituency_category_median_ratio,is_near_5_lakh,status,ida_approval,model_reasons,manual_review_label,manual_review_notes,recommended_action,review_source
895cbec36f42814f,Sh Derek O Brien,Installing tube-wells and borewells,Normal/Others,West Bengal,SITTING RAJYA SABHA,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,Budge Budge-Ii,Dhanchebaria,"Budge Budge-Ii, Dhanchebaria",Dhanchebaria,dhanchebaria,2023-07-18,200000,YELLOW,35.0,100,0.0,0,45,2,2,6,334,2,6,2643,1,2,1,2,2,1,42,0.5,1.0,0.4082,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
545fab4e71cfffd4,Keshari Devi Patel,Lighting of public spaces,Normal/Others,Uttar Pradesh,PHULPUR,DISTRICT MAGISTRAE ALLAHABAD_IDA,,,"Prayagraj, ward no 35 jhalwa",Prayagraj,prayagraj_ward_no_35_jhalwa,2024-01-26,178000,YELLOW,35.0,100,0.0,0,45,2,2,0,6,2,0,11,2,2,2,2,2,2,2,0.445,0.7929,0.7852,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
d555b9f9bf9ebf7a,Chandan Singh,Installing hand pumps,Normal/Others,Bihar,NAWADA,District Planning Officer NAWADA_IDA,Nardiganj,Woro,"Nardiganj, Woro",Woro,woro,2023-12-28,65000,YELLOW,35.0,100,0.0,0,45,2,2,2,14,2,4,53,2,2,2,2,2,2,4,0.1625,0.13,0.13,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
32c1965ffccb7c95,Ryaga Krishnaiah,Construction of community centers and community halls,Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BAPATLA_IDA,,,"Bapatla, 34th ward",Bapatla,bapatla_34th_ward,2023-12-02,1500000,YELLOW,49.25,100,55.0,0,0,2,2,0,198,2,0,2643,2,2,1,2,0,0,3,3.75,3.0,3.0612,false,Unsanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality | Allocation amount is high compared with trained category/state or constituency distribution,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
f60a38f54be1d2c1,Prem Chand Gupta,Installing hand pumps,Normal/Others,Bihar,SITTING RAJYA SABHA,DISTRICT PLANNING OFFICER PATNA_IDA,Daniyawan,Kharbhaiya,"Daniyawan, Kharbhaiya",Kharbhaiya,kharbhaiya,2023-10-26,80000,YELLOW,35.0,100,0.0,0,45,4,4,27,96,4,27,2643,4,4,2,4,2,2,5,0.2,0.16,0.1633,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
cd7b0f95c568154b,Ram Shiromani,Street lights,Normal/Others,Uttar Pradesh,SHRAWASTI,DISTRICT MAGISTRATE BALRAMPUR_IDA,,,"Balrampur, BALRAMPUR",Balrampur,balrampur_balrampur,2023-12-16,29497,YELLOW,35.0,100,0.0,0,45,5,5,0,5,6,0,9,6,6,6,5,5,5,3,0.0737,0.1314,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
6885e6d3c5e2877e,Girish Chandra,Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,Noorpur,Majhola Billoch,"Noorpur, Majhola Billoch",Majhola Billoch,majhola_billoch,2023-07-20,166400,YELLOW,35.0,100,0.0,0,0,2,2,4,36,2,5,40,2,2,2,2,2,2,18,0.416,0.7412,1.0,false,Sanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
488a024f4e1665d2,Vivek K Tankha,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR JABALPUR_IDA,,,"Jabalpur, Indira Gandhi Ward",Jabalpur,jabalpur_indira_gandhi_ward,2023-09-15,216000,YELLOW,35.0,100,0.0,0,0,3,3,0,482,3,0,2643,3,3,3,1,3,3,4,0.54,0.7224,0.4408,false,Unsanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
2b7f44e1c3485d64,Gulam Ali,Lighting of public spaces,Normal/Others,Jammu And Kashmir,NOMINATED RAJYA SABHA,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,Banda,Hansapur,"Banda, Hansapur",Hansapur,hansapur,2023-10-07,243000,YELLOW,35.0,100,0.0,0,0,2,2,3,60,2,9,129,2,2,2,2,2,2,26,0.6075,1.0,0.8587,false,Sanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
6c82089eda9e43c6,Chinta Anuradha,Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,Ravulapalem,Komaraju Lanka,"Ravulapalem, Komaraju Lanka",Komaraju Lanka,komaraju_lanka,2023-11-01,500000,YELLOW,35.0,100,0.0,20,0,2,2,2,3,2,4,42,2,2,2,2,0,0,5,1.25,1.0,1.0,true,Unsanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
9bc0e449a03f930b,Rakesh Sinha,Lighting of public spaces,Normal/Others,Bihar,NOMINATED RAJYA SABHA,DISTRICT MAGISTRAE PILIBHIT_IDA,Amariya,Aspur,"Amariya, Aspur",Aspur,aspur,2023-09-23,283000,YELLOW,35.0,100,0.0,0,0,2,2,6,60,2,7,129,2,2,2,2,2,2,12,0.7075,0.566,1.0,false,Sanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
1154a2400df05f39,Kaushalendra Kumar,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA_IDA,Silao,Lodipur,"Silao, Lodipur",Lodipur,lodipur,2024-01-29,300000,YELLOW,35.0,100,0.0,0,45,1,4,1,13,6,4,52,5,5,3,1,1,1,3,0.75,0.6,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
51ec28b901738c3a,Anil Agarwal,Lighting of public spaces,Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE GHAZIABAD_IDA,,,"Ghaziabad, 84",Ghaziabad,ghaziabad_84,2023-09-18,224425,YELLOW,35.0,100,0.0,0,0,3,3,0,306,3,0,2643,3,3,3,3,3,3,16,0.5611,0.9997,0.458,false,Completed,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
1b022c809fbcba6f,Maddila Gurumoorthy,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Andhra Pradesh,TIRUPATI(SC),DISTRICT COLLECTOR TIRUPATI_IDA,Yerpedu,Mannasamudram,"Yerpedu, Mannasamudram",Mannasamudram,mannasamudram,2023-12-11,500000,YELLOW,39.5,100,0.0,20,45,2,2,2,12,3,3,24,3,3,2,2,0,0,2,1.25,1.0,1.0,true,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
ba097c178d8d0bfb,Ajay Bhatt,Common work sheds for artisans,Normal/Others,Uttarakhand,NAINITAL UDHAM SINGH NAG.,DISTRICT MAGISTRATE NAINITAL_IDA,Betalghat,Sooka,"Betalghat, Sooka",Sooka,sooka,2023-12-02,100000,YELLOW,35.0,100,0.0,0,45,2,2,2,3,3,7,71,3,3,2,2,2,2,4,0.25,0.6243,0.4,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
d4336044f27adc9a,Khiru Mahto,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Bihar,SITTING RAJYA SABHA,DISTRICT PLANNING OFFICER MUNGER_IDA,Bariyarpur,Karharia,"Bariyarpur, Karharia",Karharia,karharia,2023-11-02,350000,YELLOW,35.0,100,0.0,0,0,1,2,1,154,6,7,2643,5,6,4,1,4,4,14,0.875,0.7,0.7143,false,Unsanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
269cb11943f3ee79,Magunta Sreenivasulu Reddy,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Andhra Pradesh,ONGOLE,DISTRICT COLLECTOR PRAKASAM_IDA,Singarayakonda,Kalikivaya,"Singarayakonda, Kalikivaya",Kalikivaya,kalikivaya,2024-01-20,500000,YELLOW,39.5,100,0.0,20,45,2,2,5,46,2,7,57,2,2,2,2,0,0,35,1.25,1.0,1.0,true,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
926ba1f23596edca,Narayana Koragappa,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,SITTING RAJYA SABHA,Deputy Commissioner Bangalore Rural_IDA,,,"Dod Ballapur, DODABALLAPUR WARD NO 15,17",Dod Ballapur,dod_ballapur_dodaballapur_ward_no_15_17,2023-12-27,200000,YELLOW,35.0,100,0.0,0,45,2,2,0,482,2,0,2643,2,2,2,1,1,1,2,0.5,0.4,0.4082,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
e6d12dec20c9dac6,Ram Shiromani,Street lights,Normal/Others,Uttar Pradesh,SHRAWASTI,DISTRICT MAGISTRATE BALRAMPUR_IDA,,,"Balrampur, BALRAMPUR",Balrampur,balrampur_balrampur,2023-12-15,29497,YELLOW,35.0,100,0.0,0,45,5,5,0,5,6,0,9,6,6,6,5,5,5,2,0.0737,0.1314,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
b1bc94fcc70a2abb,Bache Bn Gowda,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,CHIKBALLAPUR,Deputy Commissioner Bangalore Rural_IDA,Dodda Ballapur,Tubagere,"Dodda Ballapur, Tubagere",Tubagere,tubagere,2023-12-23,490000,YELLOW,39.5,100,0.0,20,45,2,2,9,28,2,12,48,2,2,2,1,1,1,12,1.225,0.98,0.98,true,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
63fe9f11b01d1e1e,Soyam Babu Rao,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Telangana,ADILABAD(ST),DISTRICT COLLECTOR ADILABAD_IDA,Sirikonda,Narayanapur,"Sirikonda, Narayanapur",Narayanapur,narayanapur,2023-07-12,100000,YELLOW,35.0,100,0.0,0,0,2,2,4,53,3,9,88,3,3,2,1,2,2,18,0.25,0.2857,0.4,false,Unsanctioned,Rejected by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
d4f8eb1b7187ce66,Venkatesh Netha Borlakunta,Street lights,Normal/Others,Telangana,PEDDAPALLE,District Collector Mancherial_IDA,Jaipur,Kundaram,"Jaipur, Kundaram",Kundaram,kundaram,2024-01-23,200000,YELLOW,35.0,100,0.0,0,45,3,3,5,40,3,10,68,3,3,3,3,3,3,7,0.5,0.5714,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
445b5771820b838d,Midhun Reddy,Construction of boundary walls of existing public and community buildings,Normal/Others,Andhra Pradesh,RAJAMPET,DISTRICT COLLECTOR ANNAMAYYA_IDA,,,"Rayachoti, Mahaboob Nagar Street",Rayachoti,rayachoti_mahaboob_nagar_street,2024-01-11,300000,YELLOW,35.0,100,0.0,0,45,2,2,0,6,2,0,32,2,2,2,2,2,2,1,0.75,0.6,0.8571,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
345b9a677eb138a5,Nandigam Suresh,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Andhra Pradesh,BAPATLA,DISTRICT COLLECTOR PRAKASAM_IDA,Santhanuthala Padu,Matti Padu,"Santhanuthala Padu, Matti Padu",Matti Padu,matti_padu,2023-12-13,500000,YELLOW,39.5,100,0.0,20,45,2,2,2,8,2,2,25,2,2,2,2,0,0,2,1.25,1.0,1.0,true,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
f981a6448689f510,Mimi Chakraborty,Street lights,Normal/Others,West Bengal,JADAVPUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,,,"Rajpur Sonarpur, Ward Number 23",Rajpur Sonarpur,rajpur_sonarpur_ward_number_23,2023-12-05,107350,YELLOW,35.0,100,0.0,0,45,2,2,0,16,2,0,25,2,2,2,2,2,2,2,0.2684,0.5367,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
bedea916a7176a6c,Topon Kumar Gogoi,Construction of rooms and halls in school and colleges,Normal/Others,Assam,JORHAT,DEPUTY COMMISSIONER JORHAT_IDA,Jorhat East,Balijan Grant,"Jorhat East, Balijan Grant",Balijan Grant,balijan_grant,2023-09-16,500000,YELLOW,35.0,100,0.0,20,0,2,2,2,13,2,5,49,2,2,2,1,0,0,10,1.25,1.4286,1.0,true,Unsanctioned,Approved by IDA,Repeated or similar-category work appears in the same locality,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
545fab4e71cfffd4,Keshari Devi Patel,Lighting of public spaces,Normal/Others,Uttar Pradesh,PHULPUR,DISTRICT MAGISTRAE ALLAHABAD_IDA,,,"Prayagraj, ward no 35 Jhalwa",Prayagraj,prayagraj_ward_no_35_jhalwa,2024-01-26,178000,YELLOW,35.0,100,0.0,0,45,2,2,0,6,2,0,11,2,2,2,2,2,2,2,0.445,0.7929,0.7852,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
1d7a966cb5ac3cb0,Komati Reddy Venkat Reddy,Street lights,Normal/Others,Telangana,BHONGIR,DISTRICT COLLECTOR NALGONDA_IDA,Shali Gouraram,Saligouraram,"Shali Gouraram, Saligouraram",Saligouraram,saligouraram,2023-12-09,100000,YELLOW,35.0,100,0.0,0,45,3,3,4,34,4,6,66,4,4,4,2,4,4,25,0.25,0.2857,0.6667,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
801db34839ec8a81,Rajeev Chandrashekhar,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Karnataka,SITTING RAJYA SABHA,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,Yelahanka,Kasagattapura,"Yelahanka, Kasagattapura",Kasagattapura,kasagattapura,2023-10-12,500000,YELLOW,39.5,100,0.0,20,45,8,8,22,482,10,30,2643,10,10,9,8,0,0,9,1.25,1.0,1.0204,true,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
e3e62137da1cd8a2,Mimi Chakraborty,Lighting of public spaces,Normal/Others,West Bengal,JADAVPUR,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,,,"Kolkata, WARD NUMBER - 105",Kolkata,kolkata_ward_number_105,2024-01-17,1000000,RED,66.0,100,90.0,0,45,2,2,0,3,2,0,25,2,2,1,2,0,0,1,2.5,5.0,9.3153,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Allocation amount is high compared with trained category/state or constituency distribution | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
e5d457200184cc50,Kuruva Gorantla Madhav,Construction of boundary walls of existing public and community buildings,Normal/Others,Andhra Pradesh,HINDUPUR,DISTRICT COLLECTOR SRI SATHYA SAI_IDA,Madakasira,Madakasira,"Madakasira, Madakasira",Madakasira,madakasira,2024-01-23,1,YELLOW,35.0,100,0.0,0,45,2,2,2,2,2,4,12,2,2,2,2,2,2,4,0.0,0.0,0.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
de9880b3836f936c,Sunil Soren,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,DUMKA(ST),Deputy Commissioner Jamtara_IDA,Narayanpur,Budhudih,"Narayanpur, Budhudih",Budhudih,budhudih,2024-01-06,250000,YELLOW,35.0,100,0.0,0,45,1,2,5,30,2,8,44,2,2,2,2,1,1,23,0.625,0.8333,1.0,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
3e85a171b673b4bd,Ramilaben Bara,Street lights,Normal/Others,Gujarat,SITTING RAJYA SABHA,DISTRICT COLLECTOR SABARKANTHA_IDA,Vijaynagar,Dantod,"Vijaynagar, Dantod",Dantod,dantod,2023-10-29,25000,YELLOW,35.0,100,0.0,0,45,2,2,17,176,3,29,2643,3,3,2,2,2,2,17,0.0625,0.0625,0.051,false,Unsanctioned,Action Pending,Repeated or similar-category work appears in the same locality | Project is unsanctioned with action pending,valid_flag,Same cleaned work appears multiple times for the same locality and ward.,keep_duplicate_rule,ai_assisted_first_pass
